Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-09-19,128.28,128.55,126.02,126.32,2844300,0.0,0.0,A
2025-09-18,127.76,128.54,126.76,127.62,1513200,0.0,0.0,A
2025-09-17,127.72,130.08,126.38,126.72,1921700,0.0,0.0,A
2025-09-16,125.63,127.58,125.02,127.19,1721100,0.0,0.0,A
2025-09-15,123.99,126.41,123.7,125.63,2084900,0.0,0.0,A
2025-09-12,126.45,126.53,123.13,123.24,1250800,0.0,0.0,A
2025-09-11,125.51,127.05,124.87,126.73,1474100,0.0,0.0,A
2025-09-10,125.92,126.72,124.01,124.12,1669500,0.0,0.0,A
2025-09-09,128.1,128.26,125.85,126.25,1470300,0.0,0.0,A
2025-09-08,127.48,128.42,126.28,128.13,2136200,0.0,0.0,A
2025-09-05,128.72,131.0,128.39,128.75,1633200,0.0,0.0,A
2025-09-04,125.0,128.83,123.8,128.48,2715400,0.0,0.0,A
2025-09-03,124.96,125.83,123.72,125.22,2497300,0.0,0.0,A
2025-09-02,124.88,125.52,121.8,125.21,2412700,0.0,0.0,A
2025-08-29,125.0,126.3,124.11,125.66,1781200,0.0,0.0,A
2025-08-28,118.8,125.42,118.2,124.96,3886400,0.0,0.0,A
2025-08-27,118.5,119.2,117.51,118.69,1698600,0.0,0.0,A
2025-08-26,119.23,119.63,118.11,118.3,1898200,0.0,0.0,A
2025-08-25,121.5,121.69,118.48,119.15,1482500,0.0,0.0,A
2025-08-22,118.27,122.41,117.47,121.63,1291000,0.0,0.0,A
2025-08-21,118.49,118.7,117.03,117.15,744700,0.0,0.0,A
2025-08-20,119.87,120.46,118.28,119.11,1431900,0.0,0.0,A
2025-08-19,118.5,120.59,118.15,120.11,1313500,0.0,0.0,A
2025-08-18,119.12,119.6,118.15,118.15,1021100,0.0,0.0,A
2025-08-15,119.61,119.96,118.49,119.2,1238500,0.0,0.0,A
2025-08-14,119.23,119.41,118.15,118.87,926300,0.0,0.0,A
2025-08-13,118.06,120.4,117.86,120.29,983500,0.0,0.0,A
2025-08-12,114.51,117.37,114.4,117.32,917400,0.0,0.0,A
2025-08-11,115.04,115.67,113.73,114.13,1082300,0.0,0.0,A
2025-08-08,114.31,115.0,113.39,114.62,1129700,0.0,0.0,A
2025-08-07,114.5,114.92,113.16,113.98,1157400,0.0,0.0,A
2025-08-06,115.08,115.08,112.56,113.23,1058700,0.0,0.0,A
2025-08-05,114.81,115.43,114.25,114.89,1271000,0.0,0.0,A
2025-08-04,113.17,115.03,112.01,114.84,1343200,0.0,0.0,A
2025-08-01,113.45,114.32,111.19,113.5,1888600,0.0,0.0,A
2025-07-31,116.57,118.34,114.47,114.81,2339500,0.0,0.0,A
2025-07-30,120.24,120.46,117.23,118.05,979100,0.0,0.0,A
2025-07-29,119.75,120.51,118.86,119.84,1212200,0.0,0.0,A
2025-07-28,119.41,120.77,118.72,119.54,1679100,0.0,0.0,A
2025-07-25,120.5,121.01,119.02,120.18,1972700,0.0,0.0,A
2025-07-24,119.43,122.75,119.43,120.35,1602800,0.0,0.0,A
2025-07-23,119.38,120.79,117.48,119.47,1939700,0.0,0.0,A
2025-07-22,112.85,117.05,112.14,116.19,1692000,0.0,0.0,A
2025-07-21,113.23,113.66,110.75,112.04,2060800,0.0,0.0,A
2025-07-18,116.82,117.2,113.53,113.99,1521800,0.0,0.0,A
2025-07-17,114.1,116.57,113.25,116.36,1552900,0.0,0.0,A
2025-07-16,113.46,114.46,111.86,113.43,2248800,0.0,0.0,A
2025-07-15,118.0,119.76,111.93,112.94,3950600,0.0,0.0,A
2025-07-14,121.84,121.86,119.27,120.08,2028700,0.0,0.0,A
2025-07-11,122.93,123.66,122.34,123.28,1383000,0.0,0.0,A
2025-07-10,121.63,126.44,120.94,124.17,2269500,0.0,0.0,A
2025-07-09,121.4,122.35,118.9,121.3,1806700,0.0,0.0,A
2025-07-08,119.58,123.11,119.28,121.01,1917000,0.0,0.0,A
2025-07-07,120.4,120.75,118.1,119.25,1459900,0.0,0.0,A
2025-07-03,121.0,121.75,120.67,121.38,945000,0.0,0.0,A
2025-07-02,121.0,121.59,119.46,120.66,1467100,0.0,0.0,A
2025-07-01,117.44,123.16,116.84,120.45,1935700,0.248,0.0,A
2025-06-30,118.94,119.41,117.2,117.76,1602400,0.0,0.0,A
2025-06-27,119.75,119.96,117.93,118.92,1734700,0.0,0.0,A
2025-06-26,118.93,120.29,117.79,119.17,1488000,0.0,0.0,A
2025-06-25,116.86,119.53,116.72,118.37,1690000,0.0,0.0,A
2025-06-24,117.08,117.75,116.33,117.39,1945300,0.0,0.0,A
2025-06-23,114.71,115.99,113.46,115.89,1448400,0.0,0.0,A
2025-06-20,115.93,116.61,114.84,115.32,3043900,0.0,0.0,A
2025-06-18,115.85,116.63,114.43,115.28,1560300,0.0,0.0,A
2025-06-17,117.25,118.22,115.58,115.85,1577100,0.0,0.0,A
2025-06-16,117.44,119.09,115.33,118.77,1402800,0.0,0.0,A
2025-06-13,116.43,118.65,116.21,116.83,1652000,0.0,0.0,A
2025-06-12,118.73,119.8,118.28,118.66,1361500,0.0,0.0,A
2025-06-11,120.51,122.57,119.42,119.47,2752400,0.0,0.0,A
2025-06-10,117.65,120.91,116.88,120.27,3499500,0.0,0.0,A
2025-06-09,116.36,118.22,115.53,116.49,2147800,0.0,0.0,A
2025-06-06,115.17,115.78,114.54,115.56,1556400,0.0,0.0,A
2025-06-05,115.18,115.26,113.4,113.7,1875900,0.0,0.0,A
2025-06-04,113.12,115.05,112.65,114.7,2692800,0.0,0.0,A
2025-06-03,110.66,112.75,109.52,112.52,1491200,0.0,0.0,A
2025-06-02,110.91,111.18,109.8,110.82,1757000,0.0,0.0,A
2025-05-30,111.79,112.67,110.56,111.68,4753600,0.0,0.0,A
2025-05-29,116.7,116.74,112.76,113.04,3837400,0.0,0.0,A
2025-05-28,110.6,111.35,109.91,110.65,2733100,0.0,0.0,A
2025-05-27,110.52,111.54,109.74,111.03,2103900,0.0,0.0,A
2025-05-23,107.55,108.83,106.84,108.3,1691000,0.0,0.0,A
2025-05-22,108.13,109.96,107.74,109.45,2379800,0.0,0.0,A
2025-05-21,111.76,112.37,108.47,108.68,2859800,0.0,0.0,A
2025-05-20,113.21,113.9,112.42,113.24,2245800,0.0,0.0,A
2025-05-19,112.26,113.23,111.79,113.2,2086300,0.0,0.0,A
2025-05-16,112.04,113.59,110.59,113.53,1812000,0.0,0.0,A
2025-05-15,111.05,112.16,108.7,112.16,1873900,0.0,0.0,A
2025-05-14,114.71,115.26,111.05,111.29,2563400,0.0,0.0,A
2025-05-13,115.19,116.63,114.58,115.18,2845300,0.0,0.0,A
2025-05-12,110.58,115.47,110.22,115.31,2873100,0.0,0.0,A
2025-05-09,108.73,109.63,106.57,106.71,1369500,0.0,0.0,A
2025-05-08,107.77,110.42,106.33,108.47,2093300,0.0,0.0,A
2025-05-07,106.47,107.37,104.57,107.29,2143700,0.0,0.0,A
2025-05-06,107.02,107.98,104.14,105.02,1960600,0.0,0.0,A
2025-05-05,107.87,109.02,107.23,108.14,1385500,0.0,0.0,A
2025-05-02,109.01,110.1,107.22,108.4,1213100,0.0,0.0,A
2025-05-01,107.02,108.0,103.88,106.24,1523100,0.0,0.0,A
2025-04-30,106.74,107.72,105.23,107.37,1452200,0.0,0.0,A
2025-04-29,106.68,107.79,105.56,107.23,1201800,0.0,0.0,A
2025-04-28,107.12,108.33,105.17,106.65,1689700,0.0,0.0,A
2025-04-25,105.65,106.21,104.13,106.06,1120600,0.0,0.0,A
2025-04-24,105.2,106.85,102.94,106.8,1989400,0.0,0.0,A
2025-04-23,106.45,109.39,104.53,104.78,2236200,0.0,0.0,A
2025-04-22,101.79,103.72,100.99,102.59,2321500,0.0,0.0,A
2025-04-21,101.64,101.83,98.91,100.05,2321800,0.0,0.0,A
2025-04-17,102.41,103.28,101.15,102.26,1769900,0.0,0.0,A
2025-04-16,103.0,104.61,101.66,102.48,1454400,0.0,0.0,A
2025-04-15,104.08,105.03,102.32,102.9,1326700,0.0,0.0,A
2025-04-14,104.72,105.99,103.78,104.97,1906700,0.0,0.0,A
2025-04-11,100.94,103.12,98.65,102.49,2849100,0.0,0.0,A
2025-04-10,104.6,105.06,96.61,99.74,4977800,0.0,0.0,A
2025-04-09,97.85,107.07,96.23,106.83,4234600,0.0,0.0,A
2025-04-08,105.84,106.54,97.17,99.08,4525100,0.0,0.0,A
2025-04-07,102.41,106.78,98.3,103.37,3562900,0.0,0.0,A
2025-04-04,106.91,107.47,102.63,102.78,3826300,0.0,0.0,A
2025-04-03,112.86,113.66,109.34,109.44,3802400,0.0,0.0,A
2025-04-02,112.88,116.0,112.51,115.75,1947600,0.0,0.0,A
2025-04-01,116.18,116.23,113.12,113.81,2302800,0.248,0.0,A
2025-03-31,115.87,117.23,113.28,116.49,2014000,0.0,0.0,A
2025-03-28,118.71,119.16,115.87,116.2,1772900,0.0,0.0,A
2025-03-27,119.49,119.82,118.23,118.47,2075700,0.0,0.0,A
2025-03-26,120.21,120.63,118.55,119.39,2652900,0.0,0.0,A
2025-03-25,122.08,122.52,119.25,120.0,1605900,0.0,0.0,A
2025-03-24,121.37,123.91,120.38,121.46,1557400,0.0,0.0,A
2025-03-21,118.88,120.27,117.42,120.24,3041400,0.0,0.0,A
2025-03-20,121.21,121.57,119.19,119.77,1620600,0.0,0.0,A
2025-03-19,122.04,122.72,120.8,121.69,1706100,0.0,0.0,A
2025-03-18,121.59,122.68,120.91,122.58,1415400,0.0,0.0,A
2025-03-17,120.59,122.98,120.27,121.97,2015400,0.0,0.0,A
2025-03-14,118.31,121.54,117.0,120.67,2978800,0.0,0.0,A
2025-03-13,118.5,119.57,116.68,116.84,1984800,0.0,0.0,A
2025-03-12,121.59,123.18,118.58,119.34,1807100,0.0,0.0,A
2025-03-11,122.07,122.76,118.8,120.52,2106600,0.0,0.0,A
2025-03-10,124.68,126.12,121.11,121.39,3412300,0.0,0.0,A
2025-03-07,125.42,127.56,123.88,126.17,2056100,0.0,0.0,A
2025-03-06,125.47,128.95,125.24,126.02,2300000,0.0,0.0,A
2025-03-05,121.96,126.76,121.77,125.98,2046900,0.0,0.0,A
2025-03-04,124.47,125.22,120.94,122.54,2524100,0.0,0.0,A
2025-03-03,128.46,128.46,125.11,125.8,2184500,0.0,0.0,A
2025-02-28,127.66,128.96,125.43,127.38,2852700,0.0,0.0,A
2025-02-27,128.24,130.77,125.28,126.54,3469100,0.0,0.0,A
2025-02-26,134.43,135.89,133.09,133.9,1539900,0.0,0.0,A
2025-02-25,134.58,135.71,132.64,133.61,2607000,0.0,0.0,A
2025-02-24,134.93,136.36,134.2,134.71,2037500,0.0,0.0,A
2025-02-21,136.28,136.95,134.58,134.8,1112200,0.0,0.0,A
2025-02-20,137.08,138.0,135.53,136.21,872700,0.0,0.0,A
2025-02-19,134.02,136.91,133.48,136.57,1738100,0.0,0.0,A
2025-02-18,133.94,135.62,133.38,134.63,2121000,0.0,0.0,A
2025-02-14,136.41,136.58,133.74,134.1,1358700,0.0,0.0,A
2025-02-13,137.69,137.77,135.49,135.87,1395400,0.0,0.0,A
2025-02-12,138.19,139.21,135.82,137.5,2103600,0.0,0.0,A
2025-02-11,141.63,143.59,140.72,141.15,1134200,0.0,0.0,A
2025-02-10,144.97,145.23,141.23,143.08,1764700,0.0,0.0,A
2025-02-07,147.58,148.76,143.8,144.6,1557800,0.0,0.0,A
2025-02-06,146.4,147.98,145.58,147.02,1143000,0.0,0.0,A
2025-02-05,147.27,148.08,145.69,147.37,1348100,0.0,0.0,A
2025-02-04,147.4,148.02,145.65,146.42,1290900,0.0,0.0,A
2025-02-03,149.13,149.69,147.26,148.0,1637900,0.0,0.0,A
2025-01-31,150.32,153.19,149.87,150.88,1886600,0.0,0.0,A
2025-01-30,148.32,151.84,147.03,150.74,1496000,0.0,0.0,A
2025-01-29,148.36,149.27,145.93,146.47,1583200,0.0,0.0,A
2025-01-28,151.97,152.59,149.58,149.71,1791600,0.0,0.0,A
2025-01-27,150.92,151.58,148.1,150.32,2229600,0.0,0.0,A
2025-01-24,151.46,152.13,150.14,150.8,1844900,0.0,0.0,A
2025-01-23,152.19,152.31,147.56,151.81,1332000,0.0,0.0,A
2025-01-22,152.19,153.11,151.08,151.96,1730900,0.0,0.0,A
2025-01-21,148.04,152.53,147.39,151.93,2759600,0.0,0.0,A
2025-01-17,145.26,147.83,144.59,146.74,3210300,0.0,0.0,A
2025-01-16,142.18,144.5,139.84,144.11,1661400,0.0,0.0,A
2025-01-15,143.53,145.88,138.1,141.63,2328600,0.0,0.0,A
2025-01-14,141.4,144.77,139.56,142.83,2445400,0.0,0.0,A
2025-01-13,136.64,142.22,136.42,141.35,1562000,0.0,0.0,A
2025-01-10,134.18,139.55,134.14,136.89,1369900,0.0,0.0,A
2025-01-08,137.1,137.1,135.06,136.42,1684600,0.0,0.0,A
2025-01-07,136.25,139.69,135.41,136.83,1056700,0.0,0.0,A
2025-01-06,135.03,137.76,134.77,135.85,1047000,0.0,0.0,A
2025-01-03,132.89,135.48,132.2,135.12,1246900,0.0,0.0,A
2025-01-02,134.64,135.16,132.31,132.87,953600,0.0,0.0,A
2024-12-31,134.24,135.34,133.46,133.77,719600,0.248,0.0,A
2024-12-30,133.59,134.77,132.43,133.61,993600,0.0,0.0,A
2024-12-27,133.8,135.4,133.78,134.72,631800,0.0,0.0,A
2024-12-26,134.19,135.16,134.15,135.01,556600,0.0,0.0,A
2024-12-24,133.79,135.28,133.34,135.28,370200,0.0,0.0,A
2024-12-23,133.35,133.87,132.36,133.79,1194900,0.0,0.0,A
2024-12-20,132.42,134.71,132.42,133.7,4363900,0.0,0.0,A
2024-12-19,132.33,133.46,130.82,132.38,2166500,0.0,0.0,A
2024-12-18,136.12,136.74,132.11,132.2,1746900,0.0,0.0,A
2024-12-17,136.75,138.5,135.38,135.63,2430600,0.0,0.0,A
2024-12-16,137.79,139.09,136.17,136.84,1580700,0.0,0.0,A
2024-12-13,139.51,139.62,136.46,138.16,1474300,0.0,0.0,A
2024-12-12,139.65,140.86,139.03,140.06,976300,0.0,0.0,A
2024-12-11,142.0,142.72,140.32,140.34,1848700,0.0,0.0,A
2024-12-10,143.38,144.02,140.87,141.07,1261300,0.0,0.0,A
2024-12-09,139.96,143.69,139.59,143.13,1547300,0.0,0.0,A
2024-12-06,138.63,140.93,138.12,139.73,1297600,0.0,0.0,A
2024-12-05,138.16,139.72,136.73,137.04,1994500,0.0,0.0,A
2024-12-04,138.36,141.55,136.86,139.35,1948900,0.0,0.0,A
2024-12-03,137.97,138.75,135.87,138.44,1714800,0.0,0.0,A
2024-12-02,137.0,139.17,136.27,138.73,1702200,0.0,0.0,A
2024-11-29,136.44,138.26,136.25,137.13,1183300,0.0,0.0,A
2024-11-27,133.87,138.16,133.43,137.3,2336900,0.0,0.0,A
2024-11-26,126.25,133.99,125.41,133.56,3443900,0.0,0.0,A
2024-11-25,133.72,134.79,132.95,133.68,3355400,0.0,0.0,A
2024-11-22,131.3,133.51,130.7,133.03,2067800,0.0,0.0,A
2024-11-21,128.92,131.39,128.28,131.26,2882100,0.0,0.0,A
2024-11-20,124.56,127.93,124.13,127.79,1696000,0.0,0.0,A
2024-11-19,125.02,126.35,124.36,124.93,1838200,0.0,0.0,A
2024-11-18,126.15,127.31,125.25,126.15,1445000,0.0,0.0,A
2024-11-15,128.69,128.92,125.06,126.3,2631100,0.0,0.0,A
2024-11-14,132.88,133.54,129.37,129.43,1971100,0.0,0.0,A
2024-11-13,132.45,134.05,131.39,133.47,1103100,0.0,0.0,A
2024-11-12,133.05,135.22,132.83,132.86,1490800,0.0,0.0,A
2024-11-11,136.24,136.63,132.39,133.05,5405500,0.0,0.0,A
2024-11-08,136.84,137.83,134.12,135.85,1918600,0.0,0.0,A
2024-11-07,137.95,139.22,136.74,138.78,2182800,0.0,0.0,A
2024-11-06,142.13,142.2,136.21,136.95,2528900,0.0,0.0,A
2024-11-05,137.34,139.94,136.41,139.56,1240500,0.0,0.0,A
2024-11-04,136.49,139.79,136.08,138.8,1795400,0.0,0.0,A
2024-11-01,138.3,140.12,134.45,136.04,2077700,0.0,0.0,A
2024-10-31,129.88,130.64,129.07,129.52,1596000,0.0,0.0,A
2024-10-30,130.86,133.3,130.35,130.69,1550500,0.0,0.0,A
2024-10-29,130.35,131.49,129.77,130.44,941500,0.0,0.0,A
2024-10-28,130.95,131.43,129.55,130.74,1739800,0.0,0.0,A
2024-10-25,130.39,130.91,128.57,129.4,1248500,0.0,0.0,A
2024-10-24,132.33,132.5,129.9,129.9,1830100,0.0,0.0,A
2024-10-23,132.46,133.49,130.56,132.22,1657500,0.0,0.0,A
2024-10-22,133.87,133.93,131.18,132.65,1822700,0.0,0.0,A
2024-10-21,137.51,137.97,135.4,135.93,975900,0.0,0.0,A
2024-10-18,137.69,138.68,136.41,137.99,1185200,0.0,0.0,A
2024-10-17,140.95,141.67,135.65,136.59,1592900,0.0,0.0,A
2024-10-16,140.65,141.71,137.6,138.27,1702100,0.0,0.0,A
2024-10-15,143.48,145.77,143.2,143.7,1251200,0.0,0.0,A
2024-10-14,143.13,144.19,141.96,143.38,1765200,0.0,0.0,A
2024-10-11,142.19,144.18,142.19,142.95,1427400,0.0,0.0,A
2024-10-10,142.34,143.54,141.74,141.88,1288900,0.0,0.0,A
2024-10-09,144.15,144.71,143.31,143.92,634700,0.0,0.0,A
2024-10-08,143.13,144.36,142.97,143.73,915000,0.0,0.0,A
2024-10-07,143.26,143.58,141.97,143.02,836700,0.0,0.0,A
2024-10-04,145.31,145.67,143.33,144.09,1001100,0.0,0.0,A
2024-10-03,144.55,145.1,143.22,143.67,1100000,0.0,0.0,A
2024-10-02,145.38,146.76,144.23,145.65,1200100,0.0,0.0,A
2024-10-01,147.29,147.29,143.15,145.67,1408600,0.236,0.0,A
2024-09-30,146.57,147.69,145.59,147.35,1408300,0.0,0.0,A
2024-09-27,146.06,148.93,146.06,146.93,2213000,0.0,0.0,A
2024-09-26,140.18,145.84,139.47,145.62,2149700,0.0,0.0,A
2024-09-25,140.89,141.75,138.15,138.38,1437300,0.0,0.0,A
2024-09-24,139.03,142.18,138.25,140.79,1930100,0.0,0.0,A
2024-09-23,140.07,140.07,137.54,138.72,2179500,0.0,0.0,A
2024-09-20,140.13,140.32,136.83,139.02,2613600,0.0,0.0,A
2025-09-19,241.23,246.3,240.21,245.5,163470300,0.0,0.0,AAPL
2025-09-18,239.97,241.2,236.65,237.88,44249600,0.0,0.0,AAPL
2025-09-17,238.97,240.1,237.73,238.99,46508000,0.0,0.0,AAPL
2025-09-16,237.18,241.22,236.32,238.15,63421100,0.0,0.0,AAPL
2025-09-15,237.0,238.19,235.03,236.7,42699500,0.0,0.0,AAPL
2025-09-12,229.22,234.51,229.02,234.07,55824200,0.0,0.0,AAPL
2025-09-11,226.88,230.45,226.65,230.03,50208600,0.0,0.0,AAPL
2025-09-10,232.19,232.42,225.95,226.79,83440800,0.0,0.0,AAPL
2025-09-09,237.0,238.78,233.36,234.35,66313900,0.0,0.0,AAPL
2025-09-08,239.3,240.15,236.34,237.88,48999500,0.0,0.0,AAPL
2025-09-05,240.0,241.32,238.49,239.69,54870400,0.0,0.0,AAPL
2025-09-04,238.45,239.9,236.74,239.78,47549400,0.0,0.0,AAPL
2025-09-03,237.21,238.85,234.36,238.47,66427800,0.0,0.0,AAPL
2025-09-02,229.25,230.85,226.97,229.72,44075600,0.0,0.0,AAPL
2025-08-29,232.51,233.38,231.37,232.14,39418400,0.0,0.0,AAPL
2025-08-28,230.82,233.41,229.34,232.56,38074700,0.0,0.0,AAPL
2025-08-27,228.61,230.9,228.26,230.49,31259500,0.0,0.0,AAPL
2025-08-26,226.87,229.49,224.69,229.31,54575100,0.0,0.0,AAPL
2025-08-25,226.48,229.3,226.23,227.16,30983100,0.0,0.0,AAPL
2025-08-22,226.17,229.09,225.41,227.76,42477800,0.0,0.0,AAPL
2025-08-21,226.27,226.52,223.78,224.9,30621200,0.0,0.0,AAPL
2025-08-20,229.98,230.47,225.77,226.01,42263900,0.0,0.0,AAPL
2025-08-19,231.28,232.87,229.35,230.56,39402600,0.0,0.0,AAPL
2025-08-18,231.7,233.12,230.11,230.89,37476200,0.0,0.0,AAPL
2025-08-15,234.0,234.28,229.34,231.59,56038700,0.0,0.0,AAPL
2025-08-14,234.06,235.12,230.85,232.78,51916300,0.0,0.0,AAPL
2025-08-13,231.07,235.0,230.43,233.33,69878500,0.0,0.0,AAPL
2025-08-12,228.01,230.8,227.07,229.65,55626200,0.0,0.0,AAPL
2025-08-11,227.92,229.56,224.76,227.18,61806100,0.26,0.0,AAPL
2025-08-08,220.58,230.74,219.0,229.09,113854000,0.0,0.0,AAPL
2025-08-07,218.63,220.6,216.33,219.78,90224800,0.0,0.0,AAPL
2025-08-06,205.4,215.14,205.36,213.01,108483100,0.0,0.0,AAPL
2025-08-05,203.17,205.11,201.93,202.69,44155100,0.0,0.0,AAPL
2025-08-04,204.28,207.64,201.45,203.12,75109300,0.0,0.0,AAPL
2025-08-01,210.63,213.34,201.27,202.15,104434500,0.0,0.0,AAPL
2025-07-31,208.25,209.6,206.93,207.33,80698400,0.0,0.0,AAPL
2025-07-30,211.66,212.15,207.48,208.81,45512500,0.0,0.0,AAPL
2025-07-29,213.94,214.57,210.58,211.03,51411700,0.0,0.0,AAPL
2025-07-28,213.79,214.61,212.82,213.81,37858000,0.0,0.0,AAPL
2025-07-25,214.46,215.0,213.16,213.64,40268800,0.0,0.0,AAPL
2025-07-24,213.66,215.45,213.29,213.52,46022600,0.0,0.0,AAPL
2025-07-23,214.76,214.91,212.17,213.91,46989300,0.0,0.0,AAPL
2025-07-22,212.9,214.71,211.99,214.16,46404100,0.0,0.0,AAPL
2025-07-21,211.86,215.54,211.39,212.24,51377400,0.0,0.0,AAPL
2025-07-18,210.63,211.55,209.46,210.94,48974600,0.0,0.0,AAPL
2025-07-17,210.33,211.56,209.35,209.78,48068100,0.0,0.0,AAPL
2025-07-16,210.06,212.16,208.4,209.92,47490500,0.0,0.0,AAPL
2025-07-15,208.98,211.65,208.68,208.87,42296300,0.0,0.0,AAPL
2025-07-14,209.69,210.67,207.3,208.38,38840100,0.0,0.0,AAPL
2025-07-11,210.33,211.89,209.62,210.92,39765800,0.0,0.0,AAPL
2025-07-10,210.27,213.24,209.79,212.17,44443600,0.0,0.0,AAPL
2025-07-09,209.29,211.09,206.99,210.9,48749400,0.0,0.0,AAPL
2025-07-08,209.86,211.19,208.21,209.77,42848900,0.0,0.0,AAPL
2025-07-07,212.44,215.98,208.56,209.71,50229000,0.0,0.0,AAPL
2025-07-03,211.91,214.41,211.57,213.31,34955800,0.0,0.0,AAPL
2025-07-02,208.67,213.1,207.9,212.2,67941800,0.0,0.0,AAPL
